empresa,codigo_produto,descricao_produto,quantidade,faturamento,pedidos,percentual,percentual_acumulado,classe_abc,assessor
DECO ELETRO,DE00411,CHAVE INTERRUPTOR ALAVANCA ON OFF METALICA UNIPOLAR 15A 14123 A1B1P1Q-CB MARGIRIUS,2.0,76.0,2,0.0004670171015517,0.9872858895575832,C,CHRIS
DECO ELETRO,DE00396,LUMINARIA/ ARANDELA/TARTARUGA LED 12W/ 2700K /OVAL OUROLUX COD.5803,2.0,79.8,1,0.0004903679566293,0.9868188724560314,C,CHRIS
DECO ELETRO,DE03196,Arandela Led 10w Branco Quente Luz Tubo Parede Hitec,3.0,79.82,2,0.0004904908558666,0.986328504499402,C,CHRIS
DECO ELETRO,DE06398,Sensor Ipec De Movimento Presença Pet 20kg Ir 476,3.0,82.47,1,0.0005067750048022,0.9858380136435354,C,CHRIS
DECO ELETRO,DE01507,Central Placa De Comando Motor Portão P3000 St Full Ipec,1.0,83.04,1,0.0005102776330639,0.9853312386387332,C,CHRIS
DECO ELETRO,DE06492-BR,"Botoeira Eletrônica 1,3A Com Receptor Temporizada AF12 Ipec",1.0,84.76,1,0.0005208469674674,0.9843001140382016,C,CHRIS
DECO ELETRO,DE06492-BR,Botoeira Eletrônica 2A Com Receptor Temporizada AF12 Ipec,1.0,84.76,1,0.0005208469674674,0.9848209610056692,C,CHRIS
DECO ELETRO,DE01443-AZ,Controle Tx Flex Remoto Portão Eletrônico Alarme 433Mhz Ipec - AZUL,4.0,93.54,3,0.0005747997326204,0.9837792670707344,C,CHRIS
DECO ELETRO,DE07487,Sinaleira De Garagem Audiovisual Lux Led Bivolt Ipec,1.0,93.67,1,0.0005755985776625,0.9832044673381138,C,CHRIS
DECO ELETRO,DE00255-AZ,Controle Remoto Tx Top Ipec Portão 433 Mhz Ppa Garen Seg Rcg - Azul,4.0,94.16,4,0.0005786096089751,0.9826288687604512,C,CHRIS
DECO ELETRO,DE00195,Sensor Barreira Iva Refletiva Infra Ativo Reflex Corpo Unico,1.0,94.54,1,0.0005809446944829,0.982050259151476,C,CHRIS
DECO ELETRO,DE00255-VD,Controle Remoto Tx Top Ipec Portão 433 Mhz Ppa Garen Seg Rcg - Verde,4.0,101.26,3,0.000622238838199,0.9814693144569931,C,CHRIS
DECO ELETRO,DE02335-CZ-127,Trava Eletromagnetica Portão Lock Plus Com Temporizador Ipec - 127 - CINZA,1.0,105.9,1,0.0006507514612412,0.980847075618794,C,CHRIS
DECO ELETRO,DE00330,Regua 10 Tomada Rack 19 1u Proteção Contra Sobrecarga Ipec,2.0,106.02,1,0.0006514888566647,0.980196324157553,C,CHRIS
DECO ELETRO,DE00225,Receptor Placa Duplo Custom Code Learn 433mhz Central Ipec,2.0,109.83,2,0.0006749011613609,0.9795448353008884,C,CHRIS
DECO ELETRO,DE07029,Receptor RX Flex Mini IPEC P/ Central de Portão Automatizado,4.0,111.78,2,0.0006868838369928,0.9788699341395274,C,CHRIS
DECO ELETRO,DE02916-127,RESISTENCIA ZAGONEL TORNEIRA LUNA 4 MOMENT 4 TEMPERATURAS 5500W - 127,4.0,114.0,3,0.0007005256523276,0.9781830503025344,C,CHRIS
DECO ELETRO,DE01494-4,Suporte U Para Porta Fechadura De Vidro Eletromagnetica Ipec - METAL CROMO,1.0,117.36,1,0.0007211727241857,0.9774825246502068,C,CHRIS
DECO ELETRO,DE06558-AZ,Controle Remoto Para Portão Tx Top Ipec 433MHz Longo Alcance - AZUL,4.0,117.86,3,0.0007242452051169,0.9767613519260212,C,CHRIS
DECO ELETRO,DE02528-CZ-127,Trava Eletromagnetica Lock Plus Para Portão Sem Temporizador - CINZA - 127V,1.0,118.0,1,0.0007251054997777,0.9753120012211264,C,CHRIS
DECO ELETRO,DE02528-CZ-220,Trava Eletromagnetica Lock Plus Para Portão Sem Temporizador - CINZA - 220V,1.0,118.0,1,0.0007251054997777,0.9760371067209042,C,CHRIS
DECO ELETRO,DE00181-PT,Alarme De Porta Ou Janela Aberta Com Sirene Ipec Com Fio,1.0,119.43,1,0.0007338927952411,0.9745868957213486,C,CHRIS
DECO ELETRO,DE01443-RS,Controle Tx Flex Remoto Portão Eletrônico Alarme 433Mhz Ipec,6.0,120.31,6,0.0007393003616801,0.9738530029261074,C,CHRIS
DECO ELETRO,DE01502-PT,Sirene Piezoelétrica Alta Potencia 3 Som Para Alarme Ipec - PRETO,6.0,121.83,4,0.0007486407037112,0.9731137025644272,C,CHRIS
DECO ELETRO,DE06213-PT,Botoeira Botok 4 Botão De Inox Acionador De Saida Fech Ipec - PRETO,1.0,122.84,1,0.0007548471151923,0.972365061860716,C,CHRIS
DECO ELETRO,DE04384,REFLETOR DE LED 10W BRANCO QUENTE LUMENS PERKON,3.0,128.7,1,0.0007908565917067,0.9716102147455238,C,CHRIS
DECO ELETRO,DE02331-CZ,Suporte De Mola Aérea 45Kg Para Porta Vidro Ipec F2 - CINZA,2.0,140.3,2,0.000862138149312,0.970819358153817,C,CHRIS
DECO ELETRO,DE02359-BR,Rack Vertical Caixa Organizadora Metálica P/dvr Parede Cftv  - BRANCO,1.0,142.77,1,0.0008773162051124,0.9690799037993926,C,CHRIS
DECO ELETRO,DE02359-PT,Rack Vertical Caixa Organizadora Metálica P/dvr Parede Cftv  - PRETO,1.0,142.77,1,0.0008773162051124,0.969957220004505,C,CHRIS
DECO ELETRO,DE00224,Receptor Placa Custom Mono Code Learn Sensor 433mhz Central,3.0,143.4,3,0.0008811875310858,0.96820258759428,C,CHRIS
DECO ELETRO,DE06215,Módulo Wifi Control Mono Para Centrais App Celular Ipec,1.0,146.29,1,0.0008989464708685,0.9673214000631944,C,CHRIS
DECO ELETRO,DE00329,Regua Tomada Filtro De Linha 8 Tomadas Rack 19 Preto Ipec,2.0,147.42,2,0.0009058902777731,0.9664224535923258,C,CHRIS
DECO ELETRO,DE06469,Central Portão Placa Canais Receptor X6 Dupla Controles Ipec,1.0,161.99,1,0.0009954223721101,0.9655165633145526,C,CHRIS
DECO ELETRO,DE07430,Kit Fechadura Magnética Eletroímã M60 Com Bloco Blanque Ipec,2.0,169.78,1,0.0010432916250191,0.9645211409424423,C,CHRIS
DECO ELETRO,DE05009,Filtro de Linha 8 Tomadas Extensão 3 Metros Régua Bivolt,3.0,180.9,1,0.0011116236009304,0.9634778493174232,C,CHRIS
DECO ELETRO,DE00289,BOX ANTI-VANDALISMO BRANCO COM 2 PEÇAS IPEC,1.0,195.9,1,0.0012037980288682,0.9623662257164928,C,CHRIS
DECO ELETRO,DE07390,Botoeira Inox De Botão Acionador Sobrepor Mecânica Aço Ipec,4.0,200.24,4,0.0012304671633516,0.9611624276876246,C,CHRIS
DECO ELETRO,DE00301,Protetor De Rede Elétrica Pro-rede Bivolt Contra Surtos Ipec,6.0,200.76,3,0.0012336625435201,0.959931960524273,C,CHRIS
DECO ELETRO,DE00215,Central De Portão Rampa X4 Com Sensor Hall Ipec,2.0,201.43,2,0.001237779667968,0.9586982979807528,C,CHRIS
DECO ELETRO,DE06526,Filtro de Linha 6 Tomadas Extensão 3 Metros Régua Bivolt,4.0,206.48,4,0.0012688117253737,0.9574605183127848,C,CHRIS
DECO ELETRO,DE07029-MINI,"Receptor Para Central Rxflex Mini 433,92mhz Ipec",6.0,207.53,6,0.0012752639353294,0.956191706587411,C,CHRIS
DECO ELETRO,DE00296,SINALEIRA AUDIOVISUAL MAXI - IPEC,1.0,207.99,1,0.0012780906177861,0.9549164426520816,C,CHRIS
DECO ELETRO,DE06486-220V,Trava Dz Lock Plus Portões Deslizantes Ipec Temporizador - 220V,1.0,209.52,1,0.0012874924094358,0.9536383520342956,C,CHRIS
DECO ELETRO,DE02335-PT-220,Trava Eletromagnetica Portão Lock Plus Com Temporizador Ipec - 220 - preta,2.0,211.8,2,0.0013015029224824,0.9523508596248595,C,CHRIS
DECO ELETRO,DE00244,Botoeira Simples Com  Fio 433mhz  P/  Fechaduras e Portões  - IPEC,12.0,220.06,12,0.0013522603074668,0.9510493567023772,C,CHRIS
DECO HOME,DH04617,ESPATULA RAPA TUDO DE SILICONE COM INOX ELITE 24CM TUUT,1.0,16.33,1,0.0001968611436969,1.0,C,JOYCE
DECO HOME,DH00486,ESPATULAS PRATEADA EM AÇO INOX LEAVES WOLFF,1.0,21.04,1,0.0002536410571576,0.999803138856303,C,JOYCE
DECO HOME,DH03581,CANECA CHERRY VIDRO BOROSSILICATO 280ML LYOR,1.0,27.72,1,0.0003341696817684,0.9995494977991454,C,JOYCE
DECO HOME,DH04695,PORTA-RETRATO DE MDF PRETO JUTE 15CM X 20CM WOLFF,1.0,47.44,1,0.0005718978969371,0.9992153281173768,C,JOYCE
DECO HOME,DH01700,TAÇA VINHO BRANCO BUTTERFLY 450ML FLORARTE,1.0,50.05,1,0.0006033619254153,0.9986434302204398,C,JOYCE
DECO HOME,DH03535,PRATO RASO DIAMANTE EM CRISTAL 27CM VERDE FULL FIT,1.0,50.99,1,0.0006146937977407,0.9980400682950245,C,JOYCE
DECO HOME,DE05852,PRATO SOBREMESA PRO PORCELANA 20CM OXFORD,2.0,53.98,1,0.0006507387958824,0.9974253744972836,C,JOYCE
DECO HOME,DH00844,ESPATULAS ACO INOX LEAVES DOURADO WOLFF,3.0,59.44,2,0.0007165600968368,0.9967746357014012,C,JOYCE
DECO HOME,DH02238,ESPATULA VAZADA SILICONE BEGE CANELADO 32CM FLORARTE,2.0,61.34,2,0.0007394649451543,0.9960580756045644,C,JOYCE
DECO HOME,DE07598,AÇUCAREIRO VIDRO AMBAR COM COLHER VIDRO HAUSKRAFT,2.0,62.65,2,0.00075525723531,0.99531861065941,C,JOYCE
DECO HOME,DE07602,SALEIRO CERAMICA BAMBU PRETO COM COLHER  290ML HAUSKRAFT,1.0,65.73,1,0.000792387199951,0.9937709662241488,C,JOYCE
DECO HOME,DH04719,PORTA-RETRATO ONDELLE 10CMX15CM CREME MDF WOLFF,1.0,65.73,1,0.000792387199951,0.9945633534240998,C,JOYCE
DECO HOME,DE05907,BANDEJA DE METAL COM ESPELHO PRETA 15CM X 25CM X 4CM,1.0,73.99,1,0.0008919630142153,0.9929785790241978,C,JOYCE
DECO HOME,DH04509,TAÇA BARONE VIDRO 490ML AGUA FLORAL AVULSA DECORMARTIN,2.0,77.6,1,0.0009354822260185,0.9920866160099824,C,JOYCE
DECO HOME,DU00303,CONJUNTO DE 6 TAÇAS SOBREMESA VIDRO DIAMOND 310 ML CASART,1.0,85.36,1,0.0010290304486203,0.991151133783964,C,JOYCE
DECO HOME,DU00012,VASO DE VIDRO 15X20CM TUBO TRANSPARENTE - GRILLO,1.0,89.0,1,0.0010729113159233,0.9901221033353436,C,JOYCE
DECO HOME,DE04462,CHOCOLATE EUROPEU 1KG SABOR DE GARÇA,1.0,91.46,1,0.0011025670669027,0.9890491920194202,C,JOYCE
DECO HOME,DH02328,"PRATO RASO DE CERAMICA LINES CREME 27,5CM WOLFF",2.0,92.14,1,0.0011107645915637,0.9879466249525174,C,JOYCE
DECO HOME,DE03893,Porta Facas E Utensilios Inox Mimo Style,1.0,93.37,1,0.0011255924670534,0.9868358603609536,C,JOYCE
DECO HOME,DH01645,Refil Difusor 300ml Essencia Chá Branco Greenswet,1.0,97.34,1,0.0011734515448536,0.9857102678939,C,JOYCE
DECO HOME,DH04618,"POTICHE VIDRO FORMATO BUTTERFLY TRANSPARENTE 11,5X8X7CM TUUT",2.0,104.64,2,0.001261454383126,0.9845368163490464,C,JOYCE
DECO HOME,DH03742,ROLO ADESIVEL LAVAVEL FLASH LIMP,2.0,104.66,2,0.0012616954867925,0.9832753619659204,C,JOYCE
DECO HOME,DH02810,"FUE INOX 26,5CM UT88-10 MUNDIAL",2.0,106.94,2,0.0012891813047734,0.982013666479128,C,JOYCE
DECO HOME,DU00326,"LEITEIRA PRETA CARVALHO 1,5 L ALUMINIO E BAQUELITE CLINCK",1.0,113.8,1,0.0013718798623828,0.9807244851743544,C,JOYCE
DECO HOME,DU00043,"AMPULHETA DE VIDRO 1 MINUTO 12X7,5 VERDE - GRILLO",1.0,116.0,1,0.0013984012656978,0.9793526053119715,C,JOYCE
DECO HOME,DE05847,CAIXA TERMICA 26L PRETA MOR,1.0,117.99,1,0.0014223910805145,0.9779542040462738,C,JOYCE
DECO HOME,DH04586,"PRATO DOCES COM PE TAMPA DAISY 19,5X19,5X21,5 CRISTAL WOLFF",1.0,123.18,1,0.0014849574819711,0.9765318129657592,C,JOYCE
DECO HOME,DH04276,CANECA LACO PORCELANA TOK DA CASA,1.0,126.46,1,0.0015244984832771,0.975046855483788,C,JOYCE
DECO HOME,DE07607,AÇUCAREIRO PORCELANA REGAL BORDA DOURADA  300ML HAUSKRAFT,2.0,133.9,2,0.0016141890472149,0.9735223570005108,C,JOYCE
DECO HOME,DU00465,CANECA CEREMICA ROSQUINHA DOCE ROSA 3401ML 10X14CM FLORARTE,1.0,145.44,1,0.0017533058627852,0.971908167953296,C,JOYCE
DECO HOME,DH04553,PORTA RETRATO PASSARO PLUMAS BRANCA 19X22CM TUUT,1.0,146.99,1,0.0017719913969389,0.9701548620905108,C,JOYCE
DECO HOME,DH04577,"POTE DE VIDRO COM TAMPA DA MADEIRA PINUS 2,4L WOLF",2.0,157.98,1,0.0019044778616805,0.9683828706935718,C,JOYCE
DECO HOME,DH01669,Copo de Cristal para Água 400ml Haus Cada,4.0,163.72,3,0.0019736746139659,0.9664783928318912,C,JOYCE
DECO HOME,DH04708,"TAÇA DAISY COM 320ML EM CRISTAL 16,5X9X9 WOLFF",6.0,167.58,1,0.0020202076216003,0.9645047182179254,C,JOYCE
DECO HOME,DH03936,POTICHE CRMC REDONDO NATAL PRESENTE VERMELHO SANTA CECILIA,1.0,178.51,1,0.0021519707753423,0.962484510596325,C,JOYCE
DECO HOME,DU00112,POTE COELHO COM TAMPA BRANCO PÁSCOA CERAMICA 23 CM FLORARTE,1.0,184.41,1,0.0022230963569597,0.9603325398209828,C,JOYCE
DECO HOME,DH03165,"ESPAGUETEIRA 5,7 L - GRF BRINOX",1.0,210.48,1,0.002537374986242,0.9581094434640228,C,JOYCE
DECO HOME,DH01803,GALHETEIRO VIDRO COM SUPORTE INOX TUUT,1.0,212.99,1,0.0025676334963877,0.9555720684777808,C,JOYCE
DECO HOME,DH04551,PORTA RETRATO POLIRESINA BE HAPPY VERMELHO 15X20CM TUUT,2.0,222.0,2,0.0026762506981458,0.9530044349813932,C,JOYCE
DECO HOME,DH04712,KIT 6 TAÇAS CHAMPAGNE CRISTAL ECOLOGICO BOHEMIA 210ML WOLFF,1.0,231.59,1,0.0027918599062323,0.9503281842832472,C,JOYCE
DECO UTILIDADES,DH02513,BOMBOM SORTIDOS CADA,1.0,2.0,1,8.920785653592513e-05,0.9999999999999998,C,JOYCE
DECO UTILIDADES,DH01283-4,Colher Inox FLores Prateada Wolff Unidade - Girassol,1.0,9.0,1,0.0004014353544116,0.999910792143464,C,JOYCE
DECO UTILIDADES,DH04372,PENEIRA ACO INOX 14CM,1.0,9.9,1,0.0004415788898528,0.9995093567890524,C,JOYCE
DECO UTILIDADES,DH04593,TRUFA DE MARULA (CREAM) ARTE CACAU CADA,2.0,11.8,2,0.0005263263535619,0.9990677778991994,C,JOYCE
DECO UTILIDADES,DH04403,PANO MICROFIBRA P/ CHAO COM FURO 50X60CM,1.0,11.9,1,0.0005307867463887,0.9985414515456374,C,JOYCE
DECO UTILIDADES,DE04736,TALHER AVULSO GARFO/FACA E COLHER IMPORTADO,3.0,12.0,1,0.0005352471392155,0.9974754176600332,C,JOYCE
DECO UTILIDADES,DH04611, TALHERES SOBREMESA FRUTINHAS TUUT,1.0,12.0,1,0.0005352471392155,0.9980106647992488,C,JOYCE
DECO UTILIDADES,DH03244,XICARAS VIDRO 140ML FUX PLANETA ,1.0,12.9,1,0.0005753906746567,0.9969401705208176,C,JOYCE
DECO UTILIDADES,DE02935,LAMPADA BULBO LED SUPERLED 6W 2700K OUROLUX COD.20027,1.0,13.0,1,0.0005798510674835,0.9963647798461608,C,JOYCE
DECO UTILIDADES,DE04054,TAÇA GALLANT CELEBRE METAL PRATA HMARTIN,1.0,13.9,1,0.0006199946029246,0.9957849287786772,C,JOYCE
DECO UTILIDADES,DH02121,FACA DE LEGUMES INOX 5 PLENUS CADA TRAMONTINA ,1.0,14.9,1,0.0006645985311926,0.9951649341757526,C,JOYCE
DECO UTILIDADES,DE03990,"Espatula Aço Inox P/ Bolo Positano 24,5 Cm Ref 1775 Lyor",1.0,15.9,1,0.0007092024594606,0.9937911331850994,C,JOYCE
DECO UTILIDADES,DH02695,PROTETOR DE ALIMENTOS EM MALHA ACO 24CM TUUT,1.0,15.9,1,0.0007092024594606,0.99450033564456,C,JOYCE
DECO UTILIDADES,DH04348,ESPATULA VAZADA SILICONE,1.0,16.9,1,0.0007538063877285,0.9930819307256388,C,JOYCE
DECO UTILIDADES,DH04110,KIT 3 COPOS ALTO DIAMOND LONGO 470ML BOR3502,1.0,17.85,1,0.0007961801195831,0.9923281243379102,C,JOYCE
DECO UTILIDADES,DH00228,COPO AMERICANO DE CAIPIRINHA 500ML HMARTIN ,1.0,17.9,1,0.0007984103159965,0.989935123586334,C,JOYCE
DECO UTILIDADES,DH03432,XICARA CERAMICA PETER MOCCA 235ML COPA&CIA,1.0,17.9,1,0.0007984103159965,0.9907335339023304,C,JOYCE
DECO UTILIDADES,DU00214,EUCALIPTO FLOR MINI PLASTICO  (BRANCO) 35cm FLORARTE,1.0,17.9,1,0.0007984103159965,0.991531944218327,C,JOYCE
DECO UTILIDADES,DU00164,GRASS C/PRINT PLASTICO VERDE 50cm ,1.0,18.9,1,0.0008430142442644,0.9891367132703376,C,JOYCE
DECO UTILIDADES,DH01390,ESCUMADEIRA DE SILICONE PRETA 33CM BS0001 MUNDIART,1.0,19.9,1,0.0008876181725324,0.9838556081634108,C,JOYCE
DECO UTILIDADES,DH01394,FUE DE SILICONE PRETO 24CM BS0011 MUNDIART ,1.0,19.9,1,0.0008876181725324,0.9847432263359432,C,JOYCE
DECO UTILIDADES,DH01517,TACA SOBREMESA C/ COLHER AMARELO VERDE PLANETA,1.0,19.9,1,0.0008876181725324,0.9856308445084756,C,JOYCE
DECO UTILIDADES,DH03319,"RODO MULTIUSO 24,5CM CABO BAMBU PLANETA",1.0,19.9,1,0.0008876181725324,0.9865184626810082,C,JOYCE
DECO UTILIDADES,DH04739,"LATA DECOR CERAM CHERRY 5X5X9,5CM TUUT",1.0,19.9,1,0.0008876181725324,0.9874060808535406,C,JOYCE
DECO UTILIDADES,DH04773,Pote de Vidro Decorativo C/ Tampa Metalica 11X11 Cm / Design Tijolos Transparente/Prateado,1.0,19.9,1,0.0008876181725324,0.9882936990260732,C,JOYCE
DECO UTILIDADES,DE03542,Bowl De Vidro Opalino Diwali Azul Claro 14 X 8Cm Luminarc,1.0,20.0,1,0.0008920785653592,0.9829679899908784,C,JOYCE
DECO UTILIDADES,DH01045,CANECA PORCELANA - ESPALHE AMOR - 300ML BRASFOOT,1.0,20.9,1,0.0009322221008004,0.9811436893247186,C,JOYCE
DECO UTILIDADES,DH01048,CANECA PORCELANA - INSPIRA O MUNDO - 300ML BRASFOOT,1.0,20.9,1,0.0009322221008004,0.9820759114255192,C,JOYCE
DECO UTILIDADES,DH04359,JG.4CANUDOS 6MM CURV.INOX 1 ESC.P/LIMP.,2.0,21.8,2,0.0009723656362415,0.9802114672239182,C,JOYCE
DECO UTILIDADES,DE04605,BOWL RED HONEY ABELHA BRANCO 440ML PCLN178 HAUSKRAFT,1.0,21.9,1,0.0009768260290683,0.9782622755586082,C,JOYCE
DECO UTILIDADES,DH00617,CANECA QUARTIER 270ML COLORIDA REF127400 OXFORD CADA,1.0,21.9,1,0.0009768260290683,0.9792391015876766,C,JOYCE
DECO UTILIDADES,DH02730,POTE FRIOS COM TAMPA ACRILICA 21CM LYOR,1.0,22.9,1,0.0010214299573363,0.9752425896148672,C,JOYCE
DECO UTILIDADES,DH04581,POTE HERMETICO COM TAMPA CINZA 400ML VIDRO BOROSSILICATO WOLF,1.0,22.9,1,0.0010214299573363,0.9762640195722035,C,JOYCE
DECO UTILIDADES,DU00032,BUQUE CRISANTEMO ROSA - GRILLO,1.0,22.9,1,0.0010214299573363,0.97728544952954,C,JOYCE
DECO UTILIDADES,DH04594,TRUFA DE LEITINHO COM (CREME DE AVELÃ) ARTE CACAU CADA,4.0,23.6,3,0.0010526527071239,0.9731685069504068,C,JOYCE
DECO UTILIDADES,DH04595,TRUFA DE FRUTAS (VERMELHAS) ARTE CACAU CADA,4.0,23.6,4,0.0010526527071239,0.9742211596575308,C,JOYCE
DECO UTILIDADES,DH01403,CANTIL INOX PARA BEBIDAS 240ML NIPOCENTER,1.0,23.9,1,0.0010660338856043,0.972115854243283,C,JOYCE
DECO UTILIDADES,DE07604,AÇUCAREIRO VIDRO COM COLHER ETAMPA BAMBU  300ML HAUSKRAFT,1.0,25.9,1,0.0011552417421402,0.967584095131258,C,JOYCE
DECO UTILIDADES,DH04738,"LATA DECOR CERAM FLOWER 6X6X12,5CM TUUT ",1.0,25.9,1,0.0011552417421402,0.9687393368733982,C,JOYCE
DECO UTILIDADES,DH04775,Pote de Vidro Decorativo C/ Tampa Metalica 11X21 Cm / Design Tijolos Transparente/Prateado,1.0,25.9,1,0.0011552417421402,0.9698945786155384,C,JOYCE
DECO UTILIDADES,DU00245,FLOR DO CAMPO RAMALHETE (PURPURA) 35cm FLORARTE,1.0,25.9,1,0.0011552417421402,0.9710498203576786,C,JOYCE
DECO UTILIDADES,DE04005,CANECA VIDRO RESISTENTE PARA CHOPP 350ML HAUS,1.0,26.9,1,0.0011998456704081,0.9652290077187096,C,JOYCE
DECO UTILIDADES,DH00463,CANECA DE VIDRO RESISTENTE BOM DIA 120ML 20539 WOLFF CADA ,1.0,26.9,1,0.0011998456704081,0.9664288533891178,C,JOYCE
DECO UTILIDADES,DH03487,"ESPATULA DE SILICONE DUPLO LISA AZUL 25,5CM OIKOS",1.0,27.6,1,0.0012310684201957,0.9627980936281056,C,JOYCE
DECO UTILIDADES,DH03490,COLHER DE SILICONE DUPLO 27CM AZUL OIKOS ,1.0,27.6,1,0.0012310684201957,0.9640291620483014,C,JOYCE
DECO UTILIDADES,DH02234,ALHO DE CORDA DECORAÇÃO 40cm FLORARTE,1.0,28.9,1,0.0012890535269441,0.96156702520791,C,JOYCE
DECO UTILIDADES,DH04596,TRUFA DE CREME (BRULÉE) ARTE CACAU CADA,5.0,29.5,4,0.0013158158839048,0.9589621557970608,C,JOYCE
DECO UTILIDADES,DH04597,TRUFA DE (CAPPUCCINO) ARTE CACAU CADA,5.0,29.5,4,0.0013158158839048,0.9602779716809658,C,JOYCE
DECO UTILIDADES,DE04790,CANECA CERAMICA 350 ML PEANUTS ZONACRIATIVA,1.0,29.9,1,0.001333657455212,0.9509780526370956,C,JOYCE
DECO UTILIDADES,DE05109,CESTO ORGANIZADOR BRANCO LINEA 39 X 27 X 7CM,1.0,29.9,1,0.001333657455212,0.9523117100923076,C,JOYCE
DECO UTILIDADES,DE05284,COPO VIAGEM SNAP SULLEY 300 ML ZONACRIATIVA,1.0,29.9,1,0.001333657455212,0.9536453675475196,C,JOYCE
DECO UTILIDADES,DH02701,CANECA DE VIDRO JUMBO STITCH 450ML TUUT,1.0,29.9,1,0.001333657455212,0.9549790250027318,C,JOYCE
DECO UTILIDADES,DH02704,ESTATULA SILICONE VAZADA PRETO 29CM MUNDIART,1.0,29.9,1,0.001333657455212,0.956312682457944,C,JOYCE
DECO UTILIDADES,DH03409,QUEIJEIRA INOX COM TAMPA DE SILICONE 280ML MUNDIAL,1.0,29.9,1,0.001333657455212,0.957646339913156,C,JOYCE
DOKI HOME,26997,CONTRA TESTA 1005 PRETO FOSCO STAM,1.0,20.23,1,0.0009328538873215,0.9999999999999998,C,CHRIS
DOKI HOME,29149,SACHE VIA AROMA 10G CLASSICA MACA C/ CANELA,2.0,24.92,1,0.0011491210515103,0.9990671461126782,C,CHRIS
DOKI HOME,MLB2178953785,Contra Testa Fechadura Rolete Inox  - Polido,1.0,28.0,1,0.0012911472488879,0.997918025061168,C,CHRIS
DOKI HOME,29003,PISO PARA PES 48X70 CINZA,1.0,39.99,1,0.0018440349458225,0.99662687781228,C,CHRIS
DOKI HOME,30562,TOALHA DE ROSTO FIO PENTEADO CANELADO 48X85CM CINZA,1.0,49.99,1,0.0023051589632825,0.9947828428664574,C,CHRIS
DOKI HOME,28426,JOGO DE ROSETA RQ1 1002/1004 PRETO FOSCO STAM,2.0,51.66,1,0.0023821666741983,0.9924776839031748,C,CHRIS
DOKI HOME,40566,TOALHA DE ROSTO FONTANI NEBIA,1.0,64.9,1,0.0029926948733153,0.9900955172289764,C,CHRIS
DOKI HOME,40584,TOALHA DE ROSTO FONTANI ROSE,1.0,74.9,1,0.0034538188907753,0.987102822355661,C,CHRIS
DOKI HOME,28761,TOALHA DE ROSTO LECCE GELO,1.0,84.9,1,0.0039149429082353,0.9719041747401796,C,CHRIS
DOKI HOME,28767,TOALHA DE ROSTO LECCE BRANCO,1.0,84.9,1,0.0039149429082353,0.9758191176484148,C,CHRIS
DOKI HOME,29494,TOALHA DE ROSTO PALLADIO BRANCO/ARDOSIA,1.0,84.9,1,0.0039149429082353,0.9797340605566502,C,CHRIS
DOKI HOME,30442,TOALHA DE ROSTO IMPERIALE OLIVA,1.0,84.9,1,0.0039149429082353,0.9836490034648856,C,CHRIS
DOKI HOME,30670,PISO LINEE OLIVA,1.0,99.9,1,0.0046066289344253,0.9679892318319442,C,CHRIS
DOKI HOME,11355,PORTA COTONETE ALLEGRY PRETO C/ PUX CR,1.0,106.92,1,0.0049303379946823,0.9633826028975188,C,CHRIS
DOKI HOME,9594,PRENDEDOR PORTA ALFA CR,1.0,108.0,1,0.0049801393885679,0.9584522649028364,C,CHRIS
DOKI HOME,80009,Sabonete Líquido Acqua Aroma Dia a Dia 120ml Cedro e Noz Moscada,1.0,129.9,1,0.0059900009868053,0.9534721255142684,C,CHRIS
LEKE MEIAS,LM177,MEIA  TEEN 26-33 REF-23003008,1.0,7.91,1,0.0017700699300699,0.9964598601398597,C,JOYCE
LEKE MEIAS,LM178,MEIA TEEN 26-33 REF-23003007,1.0,7.91,1,0.0017700699300699,0.9982299300699295,C,JOYCE
LEKE MEIAS,LM181,MEIA TEEN 26-33 REF-23003005,1.0,7.91,1,0.0017700699300699,0.9999999999999994,C,JOYCE
LEKE MEIAS,LM210,MEIA BABY ANTIDERRAPANTE AZUL C/ ESQUILO 0-15 REF-01056311,1.0,8.8,1,0.0019692307692307,0.9887820979020976,C,JOYCE
LEKE MEIAS,LM213,MEIA BABY ANTIDERRAPANTE VERDE EBRANCO LEAO 0-15 REF-056122,1.0,8.8,1,0.0019692307692307,0.9907513286713284,C,JOYCE
LEKE MEIAS,LM235,MEIA BABY ATOALHADA MESCLA GRAFITE PRETO 0-15 REF-20056003,1.0,8.8,1,0.0019692307692307,0.992720559440559,C,JOYCE
LEKE MEIAS,LM238,MEIA BABY S/COSTURA 0-15 AZUL PICINA E MARINHO REF-20056004,1.0,8.8,1,0.0019692307692307,0.9946897902097898,C,JOYCE
LEKE MEIAS,LM293,MEIA AEROBICA FEMININA 3/4 COR 02 34-39 REF-01022233,1.0,10.11,1,0.0022623776223776,0.9868128671328668,C,JOYCE
LEKE MEIAS,LM230,MEIA BABY ATOALHADA 0-15 AZUL CEUE BR CORUJA REF190560020201,1.0,14.37,1,0.0032156643356643,0.9620408391608388,C,JOYCE
LEKE MEIAS,LM232,MEIA BABY ATOALHADA BRANCO/PINK 0-15 REF-2005600101,1.0,14.37,1,0.0032156643356643,0.9652565034965032,C,JOYCE
